评论内容,购买商品,星级
"还不错还不错挺好的很好喝，爱了爱了「#套餐：葡萄冻冻」
【环境】很好",葡萄冻冻1份,50
小姐姐很温柔 说话细声细语的 态度特别好,黄金椰椰乌龙（中杯）+茉莉奶绿（中杯）1份,50
"喝到最后喝到一颗蒜苗，
什么鬼？？？",招牌-西瓜啵啵（大杯）1份,25
非常好喝，茶的味道非常清新,爆品-冷萃茶2选1,50
解腻必备，蛮好喝哒，工作人员和热情，略略略,爆品-冷萃茶2选1,50
很好喝，好评,爆品-冷萃茶2选1,50
,茉莉奶绿（大杯）1份,50
,葡萄冻冻1份,45
,招牌-西瓜啵啵（大杯）1份,45
,爆品-冷萃茶2选1,50
